text,label
درسته فول دیه ۴ صفحه نما True HD-IPS + LCD استفاده میکنه .,0
من آندرویدشو ۴ ٫ ۰.۴ کرد خیل به شده .,2
یک نقاط قو تبل وجود قابل بی‌س Infrared همراه برنامه مربوط ، می‌توانید تبل عنو کنترل راه دور همه‌کاره استفاده کنید .,2
ممنون اینکه متن رو کامل خوندید .,1
علاوه ePrint اشاره کرد ، پرین توانا پرین مستق وب استفاده WebApps دارد .,2
البته لاز ذکر نسب ابعاد دارد بسیار قطور بوده ضخام زیاد ۱۴ ) دارد .,0
کیف عکس خیل خوب هس باید بگ تقریبا SX ۲۰۰ تفاوت نداره ..,2
گوش عال هس همه امک رو تو سا نوشته فقط چند نکته راجب نظر دوس بد ..,2
"یک دلایل صفحه نما تما آیفون "" ۳ ٫ ۵ اینه یکدس راحت میشه اون کار کرد .",2
نظر هیچ فرق ۲ نداره .,0
البته مشخص دو یک احتمالا فقط تغییرات کیف آن رخ‌داده .,1
چنین سخ افزار باعث شده ذره مکث تاخیر عملکرد گوش دیده_نشود .,2
گرافیک احتمالا Adreno ۳۲۰ بهینه‌شده Adreno ۳۲۵ هست .,2
نظر من نسب گوش Galaxy S ۲ ضعیف اصلا خرید گوش وجود نداره,0
همچنین تن دکمه کنار آیپاد شافل طراحی‌شده راحت می‌توانید پخ موسیق حال تصادف ( Shuffle ) ، تکرار ( Repeat ) ، حال پخ عاد تغییر دهید .,2
گوگل ادعا کرده_اس Nexus ۴ سریع گوش هوشمند ساخته‌شده تاریخ ادعا حد واقع دارد .,2
من فقط ناراض ..,0
همانطور گفت می‌گیرد دارا جزئ فراوان باشد دوربین مرتبا تک دهید تفکیک سخت صور صحنه .,0
لبه جلو دستگاه شامل ورود خروج صوت کار خو چهار کاره می‌باشد .,1
همانطور گفت نوکیا ۵۰۰ سیستم‌عامل Symbian Anna بهره می‌برد .,1
۴ ٫ Samsung مدل جدید نیمه تولید شده‌اند وجود ندارد .,0
کیف دوربین اچ ت س قدر متوسط معمولا رقبا ندارد .,0
انتخاب نرم‌افزار نیز سادگ صور نمی‌گیرد بلکه دق ، بین به پرطرفدار نرم‌افزار انتخاب‌شده بار کارآ سو ت گردو تس می‌شود تایید عملکرد ، داخل مجموعه گردو قرار گیرد .,2
صفحه نما تبل یک مواردیس شما کاملا متعجب خواهد_نمود .,1
واقع جدید تصاویر وضوح بالا کامل تجربه کنید .,2
گوش متاسفانه دو سیم‌کار هم‌ز فعال نیس زمان حال مکالمه خط اول هست ، خط دو دسترس نیس !,0
۴ -واحد پرداز گرافیک ( GPU ) Xenos نا اختصاص پردازند‌ه گرافیک کنسول XBOX ۳۶۰ شرک ATI طراح کرده_اس .,1
اول اپل بعد سون بعد اچ پ ایسر دل فوجیتسو ایسوس ..,1
حتما باید دس بدنه نگه دارید دس دیگر درب باز نمایید .,0
دستگاه سه ظرف ۸ ، ۱۶ ۳۲ گیگابایت تولید گردیده وجود قابل پشتیبان کار حافظه جانب ، می‌تو ۳۲ گیگابا دیگر نیز افزود .,2
سلا خدم همه دوس عزیز من تلویزیون رو دیج کالا گرف ک ۲۴ ساع من پس واقعا عالیه برگرد تلویزیون : کیف عال تصویر شفاف بی‌نظیر هر زاویه نگاه کنید کیف اون ک زیاد نمیشه واقعا جالبه قابل سه‌بعد تلویزیون هیچ مارک دیگه وجود نداره من شخصا تصویر پلاسما رو پلاسما ال‌ج مقایسه کرد واقعا پلاسما سامسونگ سر گردن به پلاسما ال‌ج نکته دیگه باید اون اشاره کن صدا تلویزیون بسیار کیف بلنده اینکه خدمات‌ده عال سامسونگ رو همه این اضافه کن کنار قیم مناسب ، عملا پلاسما تبدیل خرید عال مناسب میشه .,2
دوس عزیز مورد نانو سیم‌کار راحت نیس,0
. ساختن چشمی اپتیکال توانا پوش ۱۰۰ درصد مید دید کار نسبتا مشکل س قیم دوربین بالا می‌برد حال,0
بسیار عالیه ، مشکلات دوس گفتن خیل ک پ میاد صور وقوع نهایتا ۱۰ ٫ ۰۰۰ تو هزینه عوض کردن قطعه ( مگن درا ) مثل روز اول می‌شه .,2
بعنو یه دوربین قابلیت متفاو بنظر من عالیه قیمت بنظر خوبه دارا کیف عال عکاسیه لنز  خیل پر قدرتن ۱۶ مگا پیکسل واقعیه پیشنهاد می‌کن,2
خرید اون خیل سخته بخاطر قیمت .,0
تن ضعف من تو گوش دید wifi اونه نسبتا کم عمل می‌کنه .,0
هیچ خم تکان شاس چ نمی‌خورد صفحه بالا پایین فلز آلیاژ منیزیو ساخته‌شده‌اند .,1
داک کیبورد همانند تبلت Transformer قبل ، Infinity نیز دو مدل داک بدون داک کیبورد ارائه می‌شود .,1
) خامو می‌شود شما مجبورید دوباره گوش روشن کنید ول قابل ، گوش تشخیص می‌دهد شما حال تماشا صفحه نما هستید ، روشن نگه می‌دارد .,1
من گوشیو امروز سا گرف .,1
تن سا مطمئن مردم فقط **د ج کالا**,2
خیل کار درسته من حالا با مشکل ندا .,2
sony ion T TX گوشی سطح بالا خوب هستن ول موقع کار باهاشون حس کار کردن یه گوش کیف رو ندارین .,0
قلب دوربین HS ۹۰۰ هارد دیسک ۲۲۰ گیگابایت وجود دارد ، حالیس HS ۷۰۰ هارد دیسک ۲۴۰ گیگابایت بهره می‌برد .,0
استفاده باتری حد زیاد وزن دوربین اضافه کرده_اس طور علی‌رغ ابعاد کوچک ، وزن ۲۱۴ گر می‌رسد نسبتا زیاد .,2
هرچ باز نرم‌افزار آندرویده راحت باز میکنه !,2
میگن قدر واقع اپل .,2
ویدیو شفاف رابط کاربر به ول Sony Handycam HDR-XR ۵۵۰ V م رقبا جایگاه خوب دارد .,2
صفحه نما دق ۶۰۰ x ۱۰۲۴ بهره می‌برد تراک پیکسل ۱۷۰ ارائه می‌دهد .,1
نوع نمایشگر چرخنده خیل کارآمد مدل هستند فقط بالا پایین چرخ می‌نمایند .,2
رو کردن مشکل بک زدن کل قطع میشه .,2
گوش بسیار زیبا مدگرا می‌باشد,2
نوکیا ۵۰۰ عین سادگ گوش بسیار پر امکانات می‌باشد طور نمایشگر ۳ ٫ ۲ اینچ لمس خازن رزولوشن خیل خوب ۳۶۰ × ۶۴۰ پیکسل ارایه می‌دهد کیف ۱۶ میلیون رنگ دارد .,2
باتر حدود ۷ ساع کار ممتد دستگاه پشتیبان می‌نماید .,2
مود intelligent Auto نیز کاف دوربین سو سوژه نشانه بروید همه تنظ انجا دهد به عکس گرفته_شود .,2
لحاظ استحکا بدنه ۱۰ ۸ / ۵ میگیره اون ۱ / ۵ ک داره واسه سطح توقع هس htc بازار تزریق کرده .۲.,1
کیف ساخ خوب Asus همکار Google ۲.,2
محیط برنامه دوربین ، تغییر خاص نسب گوشی قبل ( مانند Xperia S ) نداشته_اس گزینه جدید بخ تنظ عکس‌بردار فیلم‌بردار مشاهده نمی‌شود .,1
اندروید اپدیت ٫ ۱ ۴ کرد تنظ دوربین دیگه ۱۳ نیس ۱۲ شده .,0
خوب توجه کنید ال برند دیگه مه نیس ، !,1
تن داره ، به صفحه کلید پس‌زمینه می‌دا,0
شایعات قبل ورود گوش صورت گوشی فوق مدرن منتشر توقع کاربر رو بالا برد طوریکه معرف گوش هیچ‌چیز اعجاب آور دیده_نشد عرصه رئیس بخ Foxconn گفته_بود گوش آیفون ۵ دارندگ گلکس s ۳ رو خجالت‌زده می‌کند .,0
نظر خیل کارا می‌آید نمیشه از گذ ، من سفار می‌ده بعد هفته می‌آ نظر می‌گ,2
هنگامی‌که کلید مالت تسک انتخاب می‌کنید ، علاوه لیس آخرین برنامه اجرا شده ، تعداد برنامه نوار پایین وجود دارند ( مانند ماشین‌حساب ، دفترچه یاددا ، .,1
من ماه میشه خریدم هارد بسیار خوبیه ارز خریدن رو داره وزن ک مخصوصا اینکه موقع بیکار بودن هارد رو استند با میره موقع باز کردن هارد دوباره شروع کار میکنه بدون کسر ثانیه واقعا خوبه,2
متاسفانه حال افق قرار دهید ممکن ناخودآگاه ، دس شما جلو بلندگو بپوشاند .,0
مشکل داره اون ن باطر .,0
دیگه حرف ندا البته کیف دوربین دو میتو کنار ضعیفه آخه شرکت تو دنیا یه کامل بی‌نقص تولید نمیکنه !,0
میخوا بگ تو خرید اصلا شک نکنید گوش فوق‌العاده ایه هرنظر !,2
تازه دیجیکالا خرید امروز دس رسید ، واقعا حرف نداره تن دوربین کیفیت چنگ دل نمیزنه این‌که فلا نداره نظر سرع رزولوشن ظاهر عالیه,2
عال موزیک‌پلیر  بسیار قدرتمند,2
htc ارائه گوشی می‌تن اندرید ۴ رقبا داره میزنه جلو حالا شرک دیگر اندرید ۴ ارزان‌قیم نداده,2
نظر چیز خوب میاد ..,2
حقیق می‌توان سادگ همین‌جا بگو کیف صفحه نما لپ‌تاپ شما اهم ویژه دارد ، لپ‌تاپ تن انتخاب شما باید باشد .,1
نیکون خیل دیر وارد رقاب فول فریم طور سال ۲۰۰۷ دوربین D معرف ۳ کرد فول فریم گران‌قیم .,0
چند عیب داره : ۱ - عمر باتر چند مناسب نیس,0
بطور خلاصه می‌تون بگ اکثر افراد کامپیو شخص استفاده می‌کنند ( هر دلیل ، چه فیل دیدن ، چه اینترن چه باز کار تحصیل .,1
سرع پرین خصوص NX مقایسه می‌شود ، حد قابل قبول ول پرینتر سریع حساب نمی‌آید .,0
امک آخر بسیار کارآمد خوب می‌باشد دیدن خواندن راحت کار می‌آید .,2
خصوص اینکه پردازشگر تصویر Truepic III نیز همراه شده پرداز عکس خیل کیفیت سرع بیشتر انجا گیرد .,2
حالت دستگاه حال انجا محاسب خاص نمی‌باشد ، دما قسمت مختلف بدنه کاملا خنک باق ماند تقریبا هیچ صدا سیس خنک‌کننده گو نمی‌رسد .,2
کل عالیه .,2
طریق نرم‌افزار samsung tv اندروید گوشی سامسونگ هست میتونید کنترل tv رو موبایل تون دس بگیرید ۴.,1
خیل عالیه حالا هیچ مشکل برا ایجاد نکرده هر باز اچ د رو رو ریخ بدون هیچ‌گونه لگ اجرا کرده .,2
جالب بدانید لنز ۸۰۰ میلی سر L کانن f / ۵ ٫ ۶ حدود ۱۲ هزار دلار قیم دارد .,1
دوربین جلو google talk skype استفاده می‌شود .,1
درس همانند ۵۱۰ HS دوربین توانا ضبط ویدیو ۱۹۲۰ X ۱۰۸۰ p Full HD سرع ۲۴ فر ثانیه صدا استریو فرم AVI H .,1
کمینه فاصله فوکوس لنز مود ماکرو نیز ۱۰ سانتی البته خیل خوب نیس .,0
مجموع من دوربین ۳ امتیاز ۱۰ نظر اصلا ارز قیم قیم شما دوربین بخرید .,0
دوربین آیپد ۲ بالا تره,2
خیلی هستند .,0
درگاه microUSB نیز قسم زیرین گوش جا داده‌شده .,1
جلو سنسور تصویر ، لنز ۲۴ میلی‌متر دوربین توانا زو ۵ برابر قرار دارد .,1
سم چپ رابط کاربر نیز منو وجود دارد استفاده می‌تو راحت تعداد برنامه دسترس دا .,2
البته کاه کیف اندک چاپ بزرگ کاملا مشهود .,0
باطر فوق‌العاده راح ۷ - ۶ ساعتو ساپور میکنه .,2
نظر من Xperia T بهتره,0
اندروید ۴ ٫ ۰.۴ روشه نه ۴.,2
نه خیل سنگین نه خیل سبک .,2
پروبوک ۴۵۳۰ دا س پ یو core i ۷ ۳ ساع ب شارژده ندا .,1
امیدوار شما انتخاب به کمک کرده_با تشکر توجه شما پ,1
نخریدن مشکل مورد تن تبل با مواجه بود ، نداشتن gprs edge رو تبل .,0
همانند سایر لپ‌تاپ مدرن ، MacBook Pro ۲۰۱۲ نیز تن پور ترکیب خروج ورود صدا استفاده می‌کند .,1
حالیس مدل پیشین تن کارت حافظه SD پشتیبان می‌کردند .,1
جمع‌بند یک معایب گوشی ویندوز فون ۸ نوکیا یعن لومیا ۹۲۰ ۸۲۰ ، قیم بالا آن امک خرید بسیار کاربر سلب نموده_بود .,0
سلا من گوش رو ۳ روزه خرید تو قیم بهترینه,2
دوربین مود فیلم‌بردار خیل خوب بهره می‌برد .,2
من لب تاب رو دیشب مدل بسیار قو acer توسط دوس ۳ شب پ د ج کالا خریداری‌شده تس کرد اینکه باطر acer گفته کارخانه سازنده ۶ سلول طرز عجیب باطر لب تاب من ۴ سلول هس تقریبا ۱ ٫ ۳۰ دقیقه ب ۶ سلول ایسر شارژ دا .,2
کافیه طراح چیره‌دس باشید بجا حمل مقدار زیاد کاغذ ، ماژیک لواز طراح معمولا من به‌شخصه اگه بخوا حمل کن ، چیز حدود ۵ کیلو گر میشه ، رو جایگزین کنید تبل .,1
نظر گرفتن قیمت امک فوق العاد خیل HTC Buttrfly ارز بیشتر داره .,2
• پورت اتصال نظر پورت اتصال نیز نوت‌بوک ما . نمی‌کند شگفت‌زده,0
لبه چپ دستگاه کاملا صاف صیقل .,2
بدین ترتیب مثلا دوربین رو مود SR Auto قرار دهید ، دوربین کاملا خودکار عکاس تبدیل می‌شود ، کافیس سو سوژه نشانه بروید دکمه شا بفشارید دوربین صور هوشمند نوع صحنه ، شرایط نور ، نقاط فوکوس دیگر پارامتر تشخیص دهد همه تنظ رو به حال قرار دهد به کیفیت عکس تولید شود .,2
رنگ خاکستر کم تمایل رنگ آب دارند .,0
۲ - گوش دلیل سهول کار ، صفحه‌کلید بزرگ جدا ، کیف خوب صفحه نما ، مناسب افراد بالا ۵۰ سال سن .,2
پرینتر چند کاره دو مدل جوهراف لیزر تولید بازار عرضه گشته‌اند .,1
البته لامپ محدوده کوچک کارآ چندان ندارند .,0
متاسفانه سایر برنامه رو صفحه نما ظاهر زیاد خوب ندارند .,0
هر حال اپل مجبور ب تصم سرسختانه مقابل گوگل گرفته بپردازد .,1
سلا دوس جا بحث اگه سخت‌افزار رو مقایسه کنید متوجه میشید xbox ps ۳ خیل بهتره GPU قوی‌تر داره ps ۳ Cpu قوی‌تر داره خیل داستان دیگه هستن من هر دو رو دار ول واقعا xbox خیل ps ۳ سر تره شما رو یه LCD دو کنسول رو HDMI وصل کنید تفاو رو ببینید تشکر همه دوس,2
دنیا جذابیت فوق‌العاده خود دارد آنجا Kinect نسب رقبا ( PS ۳ Move Nintendo Wii ) مطلوب بیشتر دارد راحت نیز می‌تو استفاده نمود ، بنابر شما توصیه می‌کن لذ استفاده Kinect Xbox ۳۶۰ حداقل یکبار تجربه کنید .,2
توصیه می‌کن اگه قصد خرید دارید مورد رو تو اولو هاتون قرار بدین تشکر گریوان,1
• کیبورد تاچ پدکیبورد سامسونگ رو لپ‌تاپ قرار داده_اس واقعا کیف .,2
هندزفیر گوش اصلا بدرد نمیخوره ( گوشتون من ) بگذارید تو نظر دیگه صدا خودتون نمی‌شنوید !,0
دوربین نظر ۵ مگاپیکسل واقع نیس .,0
نظر بگیر توانا زو لنز دوربین رده ۴۰ برابر رسیده_اس .,1
فوق العادس,2
من گوش رو چند روز پ دیج کالا خرید نسب قیمت خوبه همانطور دوس گفتن نقاط ضعف داره ( صفحه نما نامناسب .,0
ول دوس دا آنقدر اپل مشتر ارز قائل شود رضا آن مه تصور کند .,1
همچنین ۱۰۰ D مز بهره می‌برد می‌توانید همه لنز کانن بدون استفاده آداپتور M Mount رو استفاده کنید .,2
یه مقایسه ۵ اینچی دیگه مثل باترفلا سونیz zl بکنید ببینید چقدر بزرگتره .,0
بنابراین بسیار نظرات درباره F ۷۷۰ داده_بود مورد یک صادق .,1
صفحه نما نسب نسخه قبل زیاد فرق نداره .,1
نرم‌افزار TF ۷۰۰ طور پیش‌فرض اندروید ۴ ٫ ۰ ساندویچ بستن استفاده می‌کند .,1
ویدیو سایز کوچک رو کامپیو مشاهده کنید اینکه فیلم‌بردار کلوزآپ انجا دهید ، ویدیو خیل خوب نظر می‌رسند .,2
سلا خسته نباشین من اومد اینجا خیالتون رو مورد گوش راح کن اومد گوش زیر ذره‌بین بررس مختصر براتون بذار قبل بررس کاملا تجربه روزه خود گوش یعن اینکه اطلاع سایت دیگه نشده پس آنچه می‌خوانید همان گوش خوب بر سراغ بررس جانب داخل هدس شارژر کابل usb مشخص کلا مشخص گوشی هر سایت هر جا چیز گفتند تو سایت داخل چیز تو سایت چیز دیگر .,0
سلا خدم همه دوس من دوربینو بعد کل تحقیق آزما مدل رده امروز ( ۱۴ - ۱۲ - ۹۱ ) گرف ، واقعا تحسین انگیزه باید حتما عکس چند مدل دیگه مقایسه بشه بفهم لحاظ عکاس چقدر معرکه ، تصویربردار حرف واسه گفتن نمی‌ذاره,2
سون لایو رو من خرداد ال دار .,1
تو کار معمول حت سنگین چیز چهار هسته‌ای ک نداره .,2
فرم نخس تماشا رو سینما خانگ مناسب فرم دو فرم مناسب‌تر استفاده رو رایانه می‌باشد .,2
می‌تو گف کانن SX ۴۰ HS نظر سنسور تصویر دقیقا پا جا قدم Panasonic FZ ۱۵۰ گذاشته بار تصم گرفته سنسور تصویر ۱۲ ٫ ۱ مگاپیکسل Backside illuminated CMOS استفاده کند سنسور بزرگ نقطه قو دوربین تبدیل شود .,2
نظر گرفتن تجهیز سخ افزار قدرتمند درون بدنه جا گرفته ، بدنه باریک Galaxy S II نوع شاهکار مهندس محسوب می‌شد .,2
صرفه نیس تنوع نداره رنگ .,0
یک دیگه تفاوت میشه ذکر کرد اینه باطر TX قابل تعویضه T نه ، اگه توجه کن ابعاد گوش دیگه فرق دارن ول سایز صفحه هر دو همه‌جا ۴ ٫ ۵۵ ول ذکر شده نمیدون جر چیه باید تو دس هر کدو رو ببین ، اینچ مجموع من دوس هم‌عقیده هس ، اختلاف قیمت نمی‌ارزه ،,0
"عکس فیلم گرفته‌شده رو کار حافظه micro SD, micro SDHC, micro SDXC ذخیره می‌گردند .",1
پردازنده چهار هسته ، دوربین ۸ مگا ، صفحه ۴ اینچ ، دوربین مکالمه hd ، ۱ گیگ ر فقط ۷ ٫ ۶ میل !,1
الباق کار خوبه,2
قیمت امکانات نسب زیاده,0
نهایتا قسم پ گوش ، دوربین ۸ مگاپیکسل گوش همراه فلا LED نما می‌کند .,1
گوش عالیه واسه اس اس چند ایراد داره اینترنت درد نمی‌خوره بس صفحه کوچکه دیر لود میشه,0
من همه توصیه می‌کن,2
ps ۳ فقط یه کنسول باز نیس اسپیکر دا می‌شد عنو یه دستگاه سینما خانگ از استفاده کرد هر نظر xbox ۳۶۰ خیل سرتره تن مشکل یعن همون قیم blu-ray  طرف بشه xbox رو تو ایر تو یه چ به زدن کنار میزنه .,1
"کل اپل محصول قابل قبول معرف نکرد من چند ماه منتظر بود معرف بشه , نا امید کرد",0
آنچه شاهد ط چند ماه گذشته بوده مدعا صحه می‌گذارد سرویس CLOUD مانند MAP جستجو هوشمند هنوز اپل امک هماورد گوگل ندارد .,0
همانند ب دوربین امروز همه دوربین سر A ، دوربین مجهز مود عکاس Smart Auto ه intelligent Auto اتوماتیک هوشمند می‌باشد .,1
البته بگو عکاس پیاپ ۱۰ فر ثانیه دوربین می‌تواند فقط سقف ۸ عکس صور بگیرد .,1
سلا دوس تلوزیون من تقریبا ۴ ماهه پ خرید ..,1
لحاظ سخ افزار داخل ، Sony S تفاو خاص تبلت هان کامب دیگر ندارد .,1
تجربه مشاهده بالا بردن دق نما اچ د VOD کیف حیرت‌انگیز فول اچ د ارتقا بخشید .,2
فکر می‌کن نمونه زود بازار تهر میرسه رقیب بسیار خوب تبلت گرون قیم پر مصرف باشه .,2
دوربین مجهز پور USB ۲ ٫ ۰ HDMI بوسیله دوم می‌تو دوربین HDTV متصل کرد .,1
مهم ویژگی آیپاد نانو می‌تو موارد زیر اشاره کرد : - جدید تناسب اندا ( Fitness ) جمله امک محاسبه میز پیاده‌رو ، میز دویدن ، میز کالر سوخته شده ، مساف ط شده .,2
بنابراین یافتن مشخص سخ افزار محصول کمپان ، شرکت مختلف رو آن تحقیق آزمایش مختلف انجا می‌دهند .,1
نکته مه ، حفظ کیف صدا بلند طور هر چقدر بلند صدا زیاد کرد ، هیچ‌گونه اعوجاج کاه کیفیت مشاهده نکرد .,2
تن سختی اینه صفحه خیل کثیف میشه کاور گارد موجود نیس,0
سنسور تصویر هیبرید ، بدین معن پیکسل وجود دارد فن‌آور فوکوس خودکار Phase Detection اختصاص‌یافته‌اند .,2
زو ۵ برابر اپتیکال داره حت میتون هنگاه فیلم‌بردار از استفاده کن .,1
یک نداشتن دوربین دومه خیلی اصلا کاربرد نداره ، یک دیگه اینه شارژ سریع ته میکشه .,0
توجه قیم سایر گوشی همین سخت‌افزار حدود ۳۰ ٪ ارزان می‌باشد .,2
- دارا سنسور مجاور شتاب سنج - دارا رادیو موج FM- دارا پورتMicroUSBبا قابل شارژ گوش بلوتوث V ۲ ٫ ۱ - قابل شماره گیر صوت - پشتیبان ازAdobe Flash ۱۰ ٫ ۲ نک منف : - زاویه دید ک طرفین- تعبیه نشدن پور HDMI- اندک صدا ضعیف,1
اول نمی‌کنه بازی سه‌بعد مثل آسفال پشتیبان اینه .,0
مسلما کسان کار گرافیک سنگین انجا می‌دهند ، تهیه مدل کار گرافیک مجزا استفاده می‌کند ، پیشنهاد می‌شود .,1
طراح ارگونوم عال .,2
والا ۵۱۰۰ نیکون انتخاب خوبیه نامناسب محدود ۵ دقیقه ضبط ویدئو .,0
دکمه پاور جک هدفون ۳ ٫ ۵ میلی‌متر نیز فضا لبه بالا گوش اختصاص داده‌اند .,1
زمان لنز Telephoto دسترس نیس کاملا مفید .,2
"طریق پیچ تنظ می‌توانید مود عکاس مختلف SR Auto ، Panorama حت مود P,A,S,M نیز انتخاب کنید .",2
کیف صدا خوبه .,2
کمپان سوئد اریکسون ب دهه کمپان سون همکار کرده_بود ول اریکسون مانع سر راه سون اجرا برنامه « ۴ صفحه » Four-Screen شده_بود اساس ، سون می‌خواس هماهنگ کل بین چهار رسته گوش ، تبل ، تلویزیون کامپیو ، افزا سه بازار غلبه رغبا ، ایجاد کند .,1
۷ ماه کارکرد گوش دا تن ایراد تونس از بگیر تن اندازه کوچک صدا نسبتا پایین اون بوده .,0
باور کنین من قبلا اس ۲ فیلم‌بردار کرد ول فرق زیاد ندا .,1
کلید پاور گوش رو لبه سم راس قرار دارد .,1
رزولوشن پایین صفحه نما بگذر ، بقیه مشخص گوش همگ رضایت‌بخ هستند .,2
نظر من به هارد موجود البته ۳ سال گارانت خیل عالیه مه اینه هارد خیل خوب اطلاع شما محافظ میکنه نسب هارد دیگر ول همانطور دوس دیگر اشاره کردند پور اتصال کابل نسب کابل کم ضعیف,2
۲ - سیم‌کار می‌خوره حت اگه نخوا با مکالمه بکن ول می‌تون SMS GPRS س کارت استفاده کن خیل خوبه .,2
پردازنده نسل دو اینتل نوع ۲۴۵۰ حافظه ر ۴ صفحه نمایشگر ۱۴ اینچ تن چیز چ من گرافیک بالاشه درکل ارز خرید رو نظر خود نداره البته نظر خود شاید چیز داشته باشه میاد اون مزیتو درنظر نگرف,0
برین یه گوش معمول بگیرین ) .,1
سرع روشن شدن آماده شدن عکاس نیز پیشرف نکرده_اس .,0
دوس تبل یه تبل معمولیه مثل همه تبلت روون قدرتمند ایپد حت ترنسفورمر رو نداره ( اینجا مهمه ) اندروید نمیتونه درس حساب س پ یو چند هسته استفاده کنه ( دقیقا عکس ios ) ویدئو تبلیغ تبل چیز فوق‌العاده نبود !,0
دلیل وجود پنل IPS رو صفحه نما ، عملکرد زوایا مختلف نیز بسیار مناسب قابل‌قبول .,2
بنابراین فرص بسیار خوب کانن مدل Vixia G ۱۰ گو رقاب پاناسونیک برباید .,1
• باتر زیر قاب پشت دستگاه ، باتر لیتیو یون تعبیه‌شده طبق ادعا اپل می‌تواند ۴۰ ساع طور مداو موسیق پخ کرده ۸ ساع ویدئو ن دهد .,1
البته غیر این فر . کم بزرگ ناجور نظر میاد تبل,0
می‌تون بگ عال !,2
طراح ساختXperia E نما جلو گوش طراح ساده محسوب می‌گردد .,1
دوربین اکنون مقدار مربع ساخته‌شده شباه بیشتر DSLR پیدا کرده_اس .,1
عملکرد زوایا دید مختلف نیز تمجید نیس,0
پور micro-USB لبه سم چپ دستگاه قرار دارد لبه سم راس نیز کلید ک زیاد کردن صدا تعبیه‌شده .,1
GPS می‌تواند صور دست خامو روشن شود وضع صور آیکون کوچک رو نمایشگر نما می‌آید .,1
پایین نیز درگاه اتصال تبل علاوه دو بلندگو استریو قرار دارند ن پ تبل دوربین ۳ ٫ ۲ مگاپیکسل قرار دارد متاسفانه فلا مجهز نیس .,0
نوکیا وا فا هیچ ، دوربین درس داره .,0
روشنا صفحه نما نیز عالیس .,2
اضافه شدن قابل پانوراما دوربین امک تعیین زنگ هشدار SMS هر کدا مخاطب .,1
نه عزیز شما نباید اندازه خود رو سه چراغه شدن xbox ۳۶۰ اون مدل elite بترسون .,1
نظر من امک قیمت کم زیاده ، توصیه می‌کن xperia p ، lg prada ۳ huawei ascend g ۶۰۰ رو ببینید .,0
من دوربین رو ال سال دار از خیل راضی .,2
اگه یه نگاه سخت‌افزار گوش بندازین بقیه گوشی سخت‌افزار رو دارن مقایسه کنید .,1
سال مایکروساف کنسول جدید نا XBOX ۳۶۰ توانس زود رقیب یعن سون ، کنسول پیشرفته اختیار کاربر اصطلاح گیمر قرار دهد .,2
هم‌اکنون ۱۴۰۰ باز متفاو سیس بازار وجود دارد .,2
شاید محدود کننده عامل توانا پشتیبان تن ۸۰ برگ کاغذ باشد .,0
اچند دوستان آیپد ۳ رو داشتند مقایسه پرداخت نظر اونا رو مقایسه آیپد گلکس نو ترتیب می‌نویس : ۱ -قابل نوشتن نو ، جزوه نویس کیف عال شما رو هرچیز باید رو کاغذ بنویسین بی‌نیاز می‌کنه ، نوک قل مختلف رنگ متنوع نوشتن ، قابل خروج PDF نوشته هاتون ایمیل کردن راح اون ، استایل مختلف صفحه نوشتن ویژگی منحصر فرد تبل هیچ تبلت وجود ندارد .,2
افکت قابلیت کامل جالب داره واقعا کاربرد هستند ..,2
طرف معتاد سریال هس بسیار اهل باز ، وبلاگ می‌نویس ، طرفدارا برند اسوس هس ( دق کنین تلفظ ایسوس غلطه !,2
فقط دو عیب داره :۱ هیچ شکاف قل نداره ۲ شارژده خوب نداره .,0
اگه مشخص gpu مشخص خیل خوب می‌شد,1
حت اگه رو حال کاه قرمز بزار چ بازه همینطوریه .,0
همچنین پلیر تمام ویدئو QuickTime پشتیبان می‌نماید پخ خواهد_نمود .,2
کیف پایین دوربین آنتن ده,0
CPU ساخ سامسونگ LCD ساخ LG Sharp IOS طراح CISCO واقعآ گوش اعتبار آورده وگرنه Map Apple ساخ برا دشواری بار آورد حذف کردن ، حالا بعد همه مد راض گوگل مپ استفاده کنه ظرف دو روز ۱۰ میلیون بار دانلود نشون میده قدر واقع رو کدو کمپانی دارن .,0
عکس رنگ خیل خوب ول همچن ه مشکل رنگ خاکستر چ می‌خورد .,0
تنظ اندروید مثلا ساز مثل htc sony نیس : شخص ساختن فولدر جدید رو صفحه اصل منو جدا کردن بازی برنامه نداره قابل انتقال برنامه نصب‌شده sd رو نداره ممکنه فضا ک بیار .,0
انرژ دوربین طریق دو باتر قلم سایز AA تامین می‌شود نوع خوب کیفیت تهیه کنید می‌توانند انرژ گرفتن ۳۸۰ عکس فراه آورند .,1
لحاظ ظاهر بسیار شیک می‌باشد همچنین نصب برنامه سا HP وجود داره کیف صدا فوق‌العاده پیدا میکنه,2
دوس گلکس نو ۲ اس ۳ رو مین کامپیو مقایسه نکنید وقت دس نگیرید نمی‌فهمید چه موبایلیه - انصافا جنس بدنه گلکسی به نیس ؟,2
سلا دوس مدل مشکل کار کرد همز ۳ G رو Wifi داره سیم‌کار تو دستگاه باشه Wifi کار می‌افته,0
HTC دارد معایب ذیل +X : ۱ - عد امک استفاده ار ممور کار ۲ - عد پشتیبان کابل OTG ۳.,0
من ۲ ماه تبل رو دیج کالا خرید رنج قیم به تبل .,2
