text,true_label,predicted_label
من حدود ۴ ماه دوربین رو خرید همه چیز عالیه فقط بالا اومدن خودکار فلاش آدمو خسته میکنه .,Neutral,Positive
همه باید واقع‌گرا باش گوش خوبیه نسب غول LG .,Negative,Positive
CPU ساخ سامسونگ LCD LG Sharp طراح CISCO واقعآ اعتبار وگرنه Map Apple ساخ برا بار آورد حذف کردن ، بعد همه راض مپ استفاده کنه دو روز ۱۰ میلیون بار دانلود نشون میده قدر واقع کدو کمپانی دارن .,Negative,Positive
واسه همینه محصولاتشون رو امک جالب بیرون دادن ..,Neutral,Positive
تن نگران دارندگ کسان مایل خرید گوش عال هستند برطرف شدن .,Positive,Neutral
البته لنز دیگر امکان‌پذیر .,Negative,Positive
جمله شباهت می‌تو بدنه بارز نسبتا بزرگ ، دستگیره بزرگ راح ، پ تنظ مود عکاس ، فلا Pgr-up ، کفشک فلا اکسترنال کل ظاهر جد حرفه اشاره کرد .,Positive,Neutral
بهرحال دوربین تست بعمل نیاد ، نمیشه اعداد ارقا مربوط اعتماد کرد .,Neutral,Negative
مرس د ج کالا باعث میشه کمک انتخابو داشته_باش,Positive,Neutral
ضمن اینکه تبل امک تهیه داک کیبورد صور جداگانه نیز وجود دارد نیز مز دیگر دستگاه شمار می‌آید .,Positive,Neutral
بهتره چه برسه ایفون ۵ لنز isight ۴ s بهتره .,Positive,Neutral
یعن اینکه مقدار خیل اندک نسب لنز مدل پیشین کند شده_اس .,Positive,Negative
دوربین نسب قیمت خیل عالیه انتظار زیاد نباید از دا,Negative,Positive
دوربین مورد نظر خریدار کرده فیلمبردار کیف فقط شارژ باتر اجازه فیلمبردار ز بالا نمیده .,Positive,Negative
میشه بهینه‌ساز سخ افزار نرم‌افزار مصرف رو کاه داد .,Positive,Neutral
بعد استیو iphone مرد دو ساله منتظر اونوق یه گوش می‌زنن هیچ‌چیز خاص نداره .,Negative,Positive
قابل XLOUD موجود رو گوش ، کاربر لذ بیشتر گوش دادن موسیق خواهد_داد .,Positive,Neutral
نظر اندروید ios بالا نیس !,Neutral,Negative
۴ G داره tx نداره .,Positive,Negative
مد نسبتا زیاد طول انجامید درک نمایشگر همراه Live view می‌تواند‌ترکیب بسیار خوب خصوص دوربین مثل ۶۰۰ D باشد کاربر عام‌تر دارد,Negative,Positive
یه ک نگران‌کننده !,Neutral,Negative
صدا طرف مقابل واقعا ب شنیده میشه اصلا جالب نیس گاه خیل کل رو متوجه نم هنوز نتونس به عاد کن شاید دلیل اینه قبلا گوش سون اکسپریا وجه استفاده می‌کرد ، واقعا کیف مکالم عالیه قابله مقایسه هیچ اس نیس .,Negative,Positive
ضمن دلیل عد تجهیز GPS ؛ برآمدگ قسم بالا دوربین دیگر دیده_نمی‌شود .,Neutral,Negative
ترجیح مید صبر کن OPTIMUS G بیاد ، طبق گفته خبرگذار  بسیار سایت اطلاع‌رسان تلفن همراه اپتیموس ج قدرتمند تلفن خواهد_بود ، خب کلاس آیفون ۵ ب هس من صبر می‌کن هر دو گوش بیاد بعد راجع خریدشون نظر بد .,Neutral,Positive
بنچ مارک گوش رو ببینید می‌فهمید گوش خیل آزما galaxy s ۳ وone xو حت one x plus رو جا گذاشته .,Positive,Neutral
مثلا همین دیروز تعداد ۲۰۰ برگ پرین بدون اف کیف گرف .,Positive,Neutral
همه چ خوبه خواهر داره راضیه ول دوربین واقعا ضعیفه,Neutral,Positive
دوس دارید دنیا تلفن همراه لامبورگین داشته_باشید !,Positive,Neutral
گوشه قوس‌دار باعث می‌شوند نسب چیز واقعا هس ک مستطیل شکل نظر بیاید .,Neutral,Positive
مورد دیگه باید بگ Android v ۴ ice اینترن sandwich گوش هس رمشون ۱ Gbباشه زیاد اپد اندروید دق نکنید توصیه می‌کن کسا میخو اپد کنن زیاد خدشون رو دردسر نندازن همین جور ورژن بزارن شانس هس ممکن هس بخوره ممکن هس نکنه اگه یه جستجو cream کننین می‌بینید مشکل زیاد بد نوع گوشی پ امده .,Negative,Positive
حال چنین رزولوشن بالا رو هیچ دوربین کامپکت ندیده_بود .,Positive,Neutral
دوربین مجهز سنسور تصویر ۲ ٫ ۳۷ مگاپیکسل می‌باشد توانا ضبط ویدیو Full HD داده_اس .,Positive,Neutral
خیل سریع بخواه سراغ ویژگی عکاس برو ، نخس سنسور تصویر می‌رس رزولوشن ۱۰ مگاپیکسل ارائه می‌دهد سایز تن ۱ / ۳ اینچ می‌باشد .,Positive,Neutral
اپل فوق‌العاده خوشگلیه کلاس اپل داره هیچ نداره ول فقط اد پول گوشیه میده گوش اصلا حد s ۳ نیس .,Negative,Positive
انرژ دوربین باتر لیتیوم-یون EN-EL ۵ تامین می‌شود هر بار شارژ کامل توانا شارژ ده گرفتن ۲۰۰ عکس دوربین دارد .,Positive,Neutral
) خریدار اکثر زمینه راض نگاه خواهد_دا .,Neutral,Positive
من اولین گوش هوشمند گرف .,Neutral,Positive
پس اینطور نیس بگ گرافیک اون بالاتره .,Neutral,Positive
مدل قبل مشخص سخ افزار پایین مدل ، همواره Benchmark جزو گوشی قدرتمند قرار دا .,Neutral,Positive
دستگاه توانا پرین ، اسکن فکس شبکه دارد می‌تواند عنو ماشین جداگانه فکس کپ نیز عمل کند .,Positive,Neutral
۳ -سوما وقتی‌که میا بزرگ سایت دانلود یعن ( آس دانلود ، دانلود ، میهن دانلود .,Neutral,Negative
اینکه ایراد دیگر جز اون نتونس بگیر .,Neutral,Negative
Region واقع نوع قفل منطقه س باعث می‌شود کنسول بازی محدود قاره منطقه شوند .,Neutral,Negative
یه جد Google Nexus ۷ واقعا موفق عمل کرده خصوص تو قیم .,Negative,Positive
